title	type	url_slug	venue	date	location	talk_url	description
Individualização do Perfil de Consumo Musical usando Aprendizagem de Métricas	Talk	http://w3.impa.br/~vitorgr/verao2020/	Programa de verão em Música, Computação e Matemática no IMPA	2020-01-29	Rio de Janeiro, BR	https://www.youtube.com/watch?v=9TIsnZMREgU&t=2s	This is a description of your talk, which is a markdown files that can be all markdown-ified like any other post. Yay markdown!
